districtid,monthid,statemean,statestdev
551,4,322.43,322.43
551,5,987.29,987.29
551,6,709.43,709.43
552,1,0,0
552,2,307.3,307.3
552,3,1741.9,1741.9
552,4,5692.2,5692.2
552,5,7858.8,7858.8
552,6,8961.6,8961.6
553,1,0,0
553,2,22.75,22.75
553,3,185.5,185.5
553,4,614.75,614.75
553,5,2202.25,2202.25
553,6,2807.75,2807.75
554,1,0,0
554,2,22,22
554,3,201,201
554,4,699.33,699.33
554,5,2158.33,2158.33
554,6,2353,2353
555,1,0,0
555,2,4.25,4.25
555,3,39.5,39.5
555,4,196.25,196.25
555,5,1112.75,1112.75
555,6,2195,2195
556,1,0,0
556,2,13.64,13.64
556,3,118.82,118.82
556,4,214.45,214.45
556,5,1602.36,1602.36
556,6,1236.27,1236.27
557,1,0,0
557,2,33,33
557,3,259.5,259.5
557,4,1033.5,1033.5
557,5,3085.5,3085.5
557,6,2920,2920
558,1,0,0
558,2,12.54,12.54
558,3,94.08,94.08
558,4,196.54,196.54
558,5,1161.62,1161.62
558,6,1451.54,1451.54
559,1,0,0
559,2,8.71,8.71
559,3,297,297
559,4,474.71,474.71
559,5,2665.71,2665.71
559,6,3981,3981
560,1,0,0
560,2,313.56,313.56
560,3,1779.56,1779.56
560,4,5574.89,5574.89
560,5,7350.44,7350.44
560,6,8496.33,8496.33
561,1,0,0
561,2,1.17,1.17
561,3,38.67,38.67
561,4,176.5,176.5
561,5,809.33,809.33
561,6,2527.67,2527.67
562,1,0,0
562,2,1.2,1.2
562,3,25.2,25.2
562,4,87,87
562,5,236.2,236.2
562,6,815.4,815.4
563,1,0,0
563,2,12.12,12.12
563,3,63.82,63.82
563,4,65.53,65.53
563,5,241,241
563,6,382.65,382.65
564,1,0,0
564,2,12.88,12.88
564,3,65.25,65.25
564,4,64.62,64.62
564,5,237,237
564,6,376.81,376.81
565,1,0,0
565,2,137.83,137.83
565,3,430.17,430.17
565,4,1271.33,1271.33
565,5,2040.17,2040.17
565,6,1705.17,1705.17
566,1,0,0
566,2,1.5,1.5
566,3,15.25,15.25
566,4,37.5,37.5
566,5,148,148
566,6,478.5,478.5
567,1,0,0
567,2,17.5,17.5
567,3,192.17,192.17
567,4,340.33,340.33
567,5,1069.83,1069.83
567,6,790.67,790.67
568,1,0,0
568,2,62,62
568,3,200,200
568,4,229.4,229.4
568,5,490.4,490.4
568,6,599.8,599.8
569,1,0,0
569,2,10.17,10.17
569,3,344,344
569,4,491.67,491.67
569,5,2875.83,2875.83
569,6,4329.83,4329.83
570,1,0,0
570,2,68.29,68.29
570,3,230.71,230.71
570,4,1637.5,1637.5
570,5,4763.86,4763.86
570,6,3606.86,3606.86
571,1,0,0
571,2,21,21
571,3,192.2,192.2
571,4,394.8,394.8
571,5,1213.8,1213.8
571,6,932.6,932.6
572,1,0,0
572,2,8.4,8.4
572,3,75.2,75.2
572,4,103,103
572,5,969.4,969.4
572,6,1977.6,1977.6
573,1,0,0
573,2,12.67,12.67
573,3,83.83,83.83
573,4,197.58,197.58
573,5,1152,1152
573,6,1402.08,1402.08
574,1,0,0
574,2,0,0
574,3,77.25,77.25
574,4,73,73
574,5,358.75,358.75
574,6,808.75,808.75
575,1,0,0
575,2,12.73,12.73
575,3,65.8,65.8
575,4,59.8,59.8
575,5,229.33,229.33
575,6,361.4,361.4
576,1,0,0
576,2,346.25,346.25
576,3,1960.62,1960.62
576,4,6211.88,6211.88
576,5,8089.62,8089.62
576,6,9243.12,9243.12
577,1,0,0
577,2,5.67,5.67
577,3,50.33,50.33
577,4,217,217
577,5,1003.67,1003.67
577,6,1717.67,1717.67
578,1,0,0
578,2,25.5,25.5
578,3,235,235
578,4,485.25,485.25
578,5,1472.75,1472.75
578,6,1114.75,1114.75
579,1,0,0
579,2,13.43,13.43
579,3,67.93,67.93
579,4,60.79,60.79
579,5,219.57,219.57
579,6,357.93,357.93
580,1,0,0
580,2,27.75,27.75
580,3,187.75,187.75
580,4,587,587
580,5,771,771
580,6,1438.25,1438.25
581,1,0,0
581,2,0,0
581,3,2.67,2.67
581,4,0.83,0.83
581,5,21,21
581,6,68.83,68.83
582,1,0,0
582,2,36,36
582,3,167,167
582,4,560,560
582,5,694.67,694.67
582,6,1448.67,1448.67
583,1,0,0
583,2,9,9
583,3,110.4,110.4
583,4,219.2,219.2
583,5,1487.6,1487.6
583,6,1223.5,1223.5
584,1,0,0
584,2,3.33,3.33
584,3,126.33,126.33
584,4,195.33,195.33
584,5,627.67,627.67
584,6,1324.33,1324.33
585,1,0,0
585,2,86,86
585,3,21.4,21.4
585,4,196.8,196.8
585,5,470.8,470.8
585,6,1150.2,1150.2
586,1,0,0
586,2,97.75,97.75
586,3,16.5,16.5
586,4,184,184
586,5,335.75,335.75
586,6,672.5,672.5
587,1,0,0
587,2,21.2,21.2
587,3,104.2,104.2
587,4,1144,1144
587,5,14024.2,14024.2
587,6,17295,17295
588,1,0,0
588,2,160.6,160.6
588,3,494.6,494.6
588,4,1502.6,1502.6
588,5,2388.2,2388.2
588,6,2001.8,2001.8
589,1,0,0
589,2,14.08,14.08
589,3,55.23,55.23
589,4,49.85,49.85
589,5,208.69,208.69
589,6,352.54,352.54
590,1,0,0
590,2,12.82,12.82
590,3,83.18,83.18
590,4,191.55,191.55
590,5,1149.91,1149.91
590,6,1263.73,1263.73
591,1,0,0
591,2,8.89,8.89
591,3,111.89,111.89
591,4,222,222
591,5,1515.56,1515.56
591,6,1128.33,1128.33
592,1,0,0
592,2,0,0
592,3,102,102
592,4,84.67,84.67
592,5,374.67,374.67
592,6,885.33,885.33
593,1,0,0
593,2,0,0
593,3,1,0
593,4,4,0
593,5,5,0
593,6,5,0
594,1,0,0
594,2,73.23,73.23
594,3,234.46,234.46
594,4,1636.54,1636.54
594,5,4893.08,4893.08
594,6,3300.92,3300.92
595,1,0,0
595,2,8.62,8.62
595,3,108.62,108.62
595,4,211.75,211.75
595,5,1465.25,1465.25
595,6,1121.5,1121.5
596,1,0,0
596,2,31.67,31.67
596,3,289.33,289.33
596,4,593.33,593.33
596,5,1868.67,1868.67
596,6,1396,1396
597,1,0,0
597,2,8.5,8.5
597,3,64,64
597,4,280.5,280.5
597,5,964.5,964.5
597,6,1566.5,1566.5
598,1,0,0
598,2,12.4,12.4
598,3,77.7,77.7
598,4,175.4,175.4
598,5,1199.2,1199.2
598,6,1339.9,1339.9
599,1,0,0
599,2,393.71,393.71
599,3,2217,2217
599,4,7043.57,7043.57
599,5,8613.86,8613.86
599,6,8760.86,8760.86
600,1,0,0
600,2,102,102
600,3,6.33,6.33
600,4,76.67,76.67
600,5,209,209
600,6,558,558
601,1,0,0
601,2,12.56,12.56
601,3,72.44,72.44
601,4,169.22,169.22
601,5,1217.33,1217.33
601,6,1417.11,1417.11
602,1,0,0
602,2,0,0
602,3,136.5,136.5
602,4,91.5,91.5
602,5,393.5,393.5
602,6,833,833
603,1,0,0
603,2,8.86,8.86
603,3,104.86,104.86
603,4,208.86,208.86
603,5,1339.86,1339.86
603,6,1016.43,1016.43
604,1,0,0
604,2,443.33,443.33
604,3,2487.83,2487.83
604,4,8052.17,8052.17
604,5,9341.17,9341.17
604,6,8259,8259
605,1,0,0
605,2,14.67,14.67
605,3,58.58,58.58
605,4,51.75,51.75
605,5,207,207
605,6,353.25,353.25
606,1,0,0
606,2,75.5,75.5
606,3,240.5,240.5
606,4,267.5,267.5
606,5,563,563
606,6,687.75,687.75
607,1,0,0
607,2,15.64,15.64
607,3,63.27,63.27
607,4,53.18,53.18
607,5,194.82,194.82
607,6,348.45,348.45
608,1,0,0
608,2,17.1,17.1
608,3,69.5,69.5
608,4,56.7,56.7
608,5,208.7,208.7
608,6,362.4,362.4
609,1,0,0
609,2,0,0
609,3,0,0
609,4,0,0
609,5,0,0
609,6,0,0
610,1,0,0
610,2,18.67,18.67
610,3,76,76
610,4,61.22,61.22
610,5,219.11,219.11
610,6,339.22,339.22
611,1,0,0
611,2,111,111
611,3,4.5,4.5
611,4,65.5,65.5
611,5,224.5,224.5
611,6,635,635
612,1,0,0
612,2,14.12,14.12
612,3,74.12,74.12
612,4,175.38,175.38
612,5,1174.62,1174.62
612,6,1346.5,1346.5
613,1,0,0
613,2,20.75,20.75
613,3,81.12,81.12
613,4,60.75,60.75
613,5,219.88,219.88
613,6,360.12,360.12
614,1,0,0
614,2,15.43,15.43
614,3,81.29,81.29
614,4,180.43,180.43
614,5,1284.29,1284.29
614,6,1446.43,1446.43
615,1,0,0
615,2,8.67,8.67
615,3,104,104
615,4,229.67,229.67
615,5,1402.83,1402.83
615,6,1075.33,1075.33
616,1,0,0
616,2,9.8,9.8
616,3,119.8,119.8
616,4,258.6,258.6
616,5,1612.8,1612.8
616,6,1213,1213
617,1,0,0
617,2,23.71,23.71
617,3,85.14,85.14
617,4,63,63
617,5,223.57,223.57
617,6,373.57,373.57
618,1,0,0
618,2,0,0
618,3,0.88,0.88
618,4,4,4
618,5,36.62,36.62
618,6,125.62,125.62
619,1,0,0
619,2,0.33,0.33
619,3,32.33,32.33
619,4,83,83
619,5,400.67,400.67
619,6,556,556
620,1,0,0
620,2,10.6,10.6
620,3,396.6,396.6
620,4,518.6,518.6
620,5,2940.2,2940.2
620,6,3829.8,3829.8
621,1,0,0
621,2,27.5,27.5
621,3,96.33,96.33
621,4,52.33,52.33
621,5,219.17,219.17
621,6,303.83,303.83
622,1,0,0
622,2,26.5,26.5
622,3,248,248
622,4,678,678
622,5,2485.5,2485.5
622,6,1992.5,1992.5
623,1,0,0
623,2,16.83,16.83
623,3,89,89
623,4,203.83,203.83
623,5,1462.83,1462.83
623,6,1612,1612
624,1,0,0
624,2,0,0
624,3,1,1
624,4,4.57,4.57
624,5,41.43,41.43
624,6,138,138
625,1,0,0
625,2,14.2,14.2
625,3,79.2,79.2
625,4,216.6,216.6
625,5,1553.6,1553.6
625,6,1719.2,1719.2
626,1,0,0
626,2,32.8,32.8
626,3,112.4,112.4
626,4,60,60
626,5,242.2,242.2
626,6,324.4,324.4
627,1,0,0
627,2,98.33,98.33
627,3,208.67,208.67
627,4,238,238
627,5,439.33,439.33
627,6,535.33,535.33
628,1,0,0
628,2,0,0
628,3,0,0
628,4,0,0
628,5,0,0
628,6,0,0
629,1,0,0
629,2,0,0
629,3,43,0
629,4,50,0
629,5,486,0
629,6,1229,0
630,1,0,0
630,2,530.8,530.8
630,3,2957.2,2957.2
630,4,9640.8,9640.8
630,5,11160,11160
630,6,9680.6,9680.6
631,1,0,0
631,2,41,41
631,3,137.5,137.5
631,4,70.25,70.25
631,5,263,263
631,6,350.5,350.5
632,1,0,0
632,2,0,0
632,3,72,72
632,4,118.67,118.67
632,5,564,564
632,6,1590,1590
633,1,0,0
633,2,0.5,0.5
633,3,36.5,36.5
633,4,114.5,114.5
633,5,403,403
633,6,543,543
634,1,0,0
634,2,140.5,140.5
634,3,187,187
634,4,154.5,154.5
634,5,499.5,499.5
634,6,611.5,611.5
635,1,0,0
635,2,52.5,52.5
635,3,223,223
635,4,772.5,772.5
635,5,853,853
635,6,1604.5,1604.5
636,1,0,0
636,2,10.5,10.5
636,3,129,129
636,4,300.5,300.5
636,5,1739,1739
636,6,1122.25,1122.25
637,1,0,0
637,2,16.25,16.25
637,3,94.25,94.25
637,4,257.75,257.75
637,5,1732,1732
637,6,1786.5,1786.5
638,1,0,0
638,2,79.33,79.33
638,3,249.83,249.83
638,4,1706.25,1706.25
638,5,5118.25,5118.25
638,6,3478.33,3478.33
639,1,0,0
639,2,11.33,11.33
639,3,109.67,109.67
639,4,255.33,255.33
639,5,1793.67,1793.67
639,6,1201.67,1201.67
640,1,0,0
640,2,1,0
640,3,44,0
640,4,80,0
640,5,137,0
640,6,303,0
641,1,0,0
641,2,595.25,595.25
641,3,3371.5,3371.5
641,4,11461.5,11461.5
641,5,11830.5,11830.5
641,6,9670.25,9670.25
642,1,0,0
642,2,21.33,21.33
642,3,117.33,117.33
642,4,323.67,323.67
642,5,2023,2023
642,6,2097,2097
643,1,0,0
643,2,5,0
643,3,33,0
643,4,89,0
643,5,399,0
643,6,1535,0
644,1,0,0
644,2,4,0
644,3,210,0
644,4,222,0
644,5,990,0
644,6,1032,0
645,1,0,0
645,2,0,0
645,3,3.2,3.2
645,4,1,1
645,5,24.2,24.2
645,6,78,78
646,1,0,0
646,2,0,0
646,3,69.5,69.5
646,4,137,137
646,5,715.5,715.5
646,6,2098.5,2098.5
647,1,0,0
647,2,0,0
647,3,2.75,2.75
647,4,0.75,0.75
647,5,29.5,29.5
647,6,96.25,96.25
648,1,0,0
648,2,0,0
648,3,3.67,3.67
648,4,1,1
648,5,39,39
648,6,128,128
649,1,0,0
649,2,158,0
649,3,2,0
649,4,57,0
649,5,278,0
649,6,420,0
650,1,0,0
650,2,26,26
650,3,123,123
650,4,1189.75,1189.75
650,5,14819.75,14819.75
650,6,17786.5,17786.5
651,1,0,0
651,2,2,0
651,3,131,0
651,4,149,0
651,5,329,0
651,6,350,0
652,1,0,0
652,2,17,0
652,3,99,0
652,4,546,0
652,5,1785,0
652,6,2360,0
653,1,0,0
653,2,2,2
653,3,20.33,20.33
653,4,48,48
653,5,160.67,160.67
653,6,481,481
654,1,0,0
654,2,29,29
654,3,123.5,123.5
654,4,424,424
654,5,2478,2478
654,6,2698.5,2698.5
655,1,0,0
655,2,0,0
655,3,0,0
655,4,0,0
655,5,0,0
655,6,0,0
656,1,0,0
656,2,13.5,13.5
656,3,83.5,83.5
656,4,284,284
656,5,2078,2078
656,6,1235.5,1235.5
657,1,0,0
657,2,0,0
657,3,26.5,26.5
657,4,63.5,63.5
657,5,208,208
657,6,533.5,533.5
658,1,0,0
658,2,90.5,90.5
658,3,249,249
658,4,532.25,532.25
658,5,1018,1018
658,6,916,916
659,1,0,0
659,2,120,120
659,3,311.33,311.33
659,4,634.33,634.33
659,5,1131.33,1131.33
659,6,1124,1124
660,1,0,0
660,2,0,0
660,3,26,0
660,4,62,0
660,5,240,0
660,6,446,0
661,1,0,0
661,2,179.5,179.5
661,3,465,465
661,4,933.5,933.5
661,5,1624.5,1624.5
661,6,1596.5,1596.5
662,1,0,0
662,2,0,0
662,3,0,0
662,4,0,0
662,5,0,0
662,6,0,0
663,1,0,0
663,2,0,0
663,3,1,1
663,4,5.33,5.33
663,5,38.5,38.5
663,6,137.17,137.17
664,1,0,0
664,2,5,5
664,3,60,60
664,4,207,207
664,5,838.5,838.5
664,6,1604.5,1604.5
665,1,0,0
665,2,0,0
665,3,0,0
665,4,0,0
665,5,0,0
665,6,0,0
666,1,0,0
666,2,18,18
666,3,36,36
666,4,140,140
666,5,751,751
666,6,1542.67,1542.67
667,1,0,0
667,2,85.55,85.55
667,3,265.73,265.73
667,4,1811.64,1811.64
667,5,5250.91,5250.91
667,6,3525.55,3525.55
668,1,0,0
668,2,91.3,91.3
668,3,285.7,285.7
668,4,1833.7,1833.7
668,5,5093.5,5093.5
668,6,3426.2,3426.2
669,1,0,0
669,2,52.44,52.44
669,3,177.78,177.78
669,4,1492.67,1492.67
669,5,4431.56,4431.56
669,6,2877.44,2877.44
670,1,0,0
670,2,6,6
670,3,122,122
670,4,260,260
670,5,1124,1124
670,6,1905.5,1905.5
671,1,0,0
671,2,58.62,58.62
671,3,191,191
671,4,1603.88,1603.88
671,5,4809.88,4809.88
671,6,2987.88,2987.88
672,1,0,0
672,2,65.71,65.71
672,3,166.71,166.71
672,4,1566.71,1566.71
672,5,4467.29,4467.29
672,6,3098.86,3098.86
673,1,0,0
673,2,10,0
673,3,41,0
673,4,116,0
673,5,769,0
673,6,726,0
674,1,0,0
674,2,54.33,54.33
674,3,178,178
674,4,62.67,62.67
674,5,274.67,274.67
674,6,424.33,424.33
675,1,0,0
675,2,0,0
675,3,1,1
675,4,5.6,5.6
675,5,33,33
675,6,137,137
676,1,0,0
676,2,74.33,74.33
676,3,180.67,180.67
676,4,1601.83,1601.83
676,5,4587.5,4587.5
676,6,3155.17,3155.17
677,1,0,0
677,2,82,82
677,3,152,152
677,4,1655.6,1655.6
677,5,4496.4,4496.4
677,6,3107.6,3107.6
678,1,0,0
678,2,102,102
678,3,189.75,189.75
678,4,2024,2024
678,5,5386.5,5386.5
678,6,3366.5,3366.5
679,1,0,0
679,2,96.67,96.67
679,3,100.67,100.67
679,4,1868.67,1868.67
679,5,5489.67,5489.67
679,6,3396.33,3396.33
680,1,0,0
680,2,252,0
680,3,340,0
680,4,273,0
680,5,811,0
680,6,861,0
681,1,0,0
681,2,0,0
681,3,3,3
681,4,5.5,5.5
681,5,42,42
681,6,24.5,24.5
682,1,0,0
682,2,11.25,11.25
682,3,488.25,488.25
682,4,550.25,550.25
682,5,3120.75,3120.75
682,6,3674,3674
683,1,0,0
683,2,0,0
683,3,0,0
683,4,0,0
683,5,0,0
683,6,0,0
684,1,0,0
684,2,1,0
684,3,25,0
684,4,66,0
684,5,268,0
684,6,690,0
685,1,0,0
685,2,0,0
685,3,0,0
685,4,0,0
685,5,0,0
685,6,0,0
686,1,0,0
686,2,15,15
686,3,321.67,321.67
686,4,527.67,527.67
686,5,2527.67,2527.67
686,6,2895.67,2895.67
687,1,0,0
687,2,0,0
687,3,17,17
687,4,35,35
687,5,185,185
687,6,344.5,344.5
688,1,0,0
688,2,0,0
688,3,24,0
688,4,55,0
688,5,339,0
688,6,598,0
689,1,0,0
689,2,0,0
689,3,0,0
689,4,0,0
689,5,0,0
689,6,0,0
690,1,0,0
690,2,53,0
690,3,172,0
690,4,595,0
690,5,4075,0
690,6,4277,0
691,1,0,0
691,2,0,0
691,3,86,0
691,4,241,0
691,5,1375,0
691,6,3515,0
692,1,0,0
692,2,0,0
692,3,1.25,1.25
692,4,7,7
692,5,41.25,41.25
692,6,171,171
693,1,0,0
693,2,0,0
693,3,1.33,1.33
693,4,9.33,9.33
693,5,45.67,45.67
693,6,213.33,213.33
694,1,0,0
694,2,0,0
694,3,2,2
694,4,13.5,13.5
694,5,64.5,64.5
694,6,246.5,246.5
695,1,0,0
695,2,0,0
695,3,0,0
695,4,0,0
695,5,0,0
695,6,0,0
696,1,0,0
696,2,0,0
696,3,0,0
696,4,0,0
696,5,0,0
696,6,0,0
697,1,0,0
697,2,7.5,7.5
697,3,451.5,451.5
697,4,544.5,544.5
697,5,2639.5,2639.5
697,6,2921,2921
698,1,0,0
698,2,0,0
698,3,0,0
698,4,0,0
698,5,0,0
698,6,0,0
699,1,0,0
699,2,1,0
699,3,51,0
699,4,286,0
699,5,470,0
699,6,214,0
700,1,0,0
700,2,25,0
700,3,67,0
700,4,296,0
700,5,1881,0
700,6,1537,0
701,1,0,0
701,2,0,0
701,3,0,0
701,4,0,0
701,5,0,0
701,6,0,0
702,1,0,0
702,2,0,0
702,3,0,0
702,4,0,0
702,5,0,0
702,6,0,0
703,1,0,0
703,2,139,139
703,3,104,104
703,4,1481.5,1481.5
703,5,5759,5759
703,6,3197.5,3197.5
704,1,0,0
704,2,0,0
704,3,0,0
704,4,0,0
704,5,0,0
704,6,0,0
705,1,0,0
705,2,2,0
705,3,733,0
705,4,553,0
705,5,1943,0
705,6,2755,0
706,1,0,0
706,2,13,0
706,3,116,0
706,4,1912,0
706,5,8264,0
706,6,2844,0
707,1,0,0
707,2,0,0
707,3,0,0
707,4,0,0
707,5,0,0
707,6,0,0
708,1,0,0
708,2,20,20
708,3,122,122
708,4,1191.33,1191.33
708,5,13289,13289
708,6,17240.33,17240.33
709,1,0,0
709,2,28,28
709,3,155,155
709,4,1500.5,1500.5
709,5,15263,15263
709,6,19188.5,19188.5
710,1,0,0
710,2,26.5,26.5
710,3,47.5,47.5
710,4,200,200
710,5,997,997
710,6,1745.5,1745.5
711,1,0,0
711,2,51,0
711,3,72,0
711,4,253,0
711,5,1191,0
711,6,2390,0
712,1,0,0
712,2,0,0
712,3,0,0
712,4,0,0
712,5,0,0
712,6,0,0
713,1,0,0
713,2,0,0
713,3,0,0
713,4,0,0
713,5,0,0
713,6,0,0
714,1,0,0
714,2,0,0
714,3,3,3
714,4,0,0
714,5,15.5,15.5
714,6,28,28
715,1,0,0
715,2,39,0
715,3,119,0
715,4,1570,0
715,5,12669,0
715,6,16122,0
716,1,0,0
716,2,0,0
716,3,1,0
716,4,0,0
716,5,12,0
716,6,46,0
717,1,0,0
717,2,0,0
717,3,1,0
717,4,1,0
717,5,69,0
717,6,179,0
718,1,0,0
718,2,0,0
718,3,0,0
718,4,0,0
718,5,0,0
718,6,0,0
719,1,0,0
719,2,0,0
719,3,0,0
719,4,0,0
719,5,0,0
719,6,0,0
720,1,0,0
720,2,0,0
720,3,0,0
720,4,0,0
720,5,0,0
720,6,0,0
721,1,0,0
721,2,0,0
721,3,0,0
721,4,0,0
721,5,0,0
721,6,0,0
722,1,0,0
722,2,0,0
722,3,1,0
722,4,5,0
722,5,69,0
722,6,41,0
723,1,0,0
723,2,0,0
723,3,0,0
723,4,0,0
723,5,0,0
723,6,0,0
724,1,0,0
724,2,0,0
724,3,0,0
724,4,0,0
724,5,0,0
724,6,0,0
725,1,0,0
725,2,0,0
725,3,0,0
725,4,0,0
725,5,0,0
725,6,0,0
726,1,0,0
726,2,0,0
726,3,0,0
726,4,0,0
726,5,0,0
726,6,0,0
727,1,0,0
727,2,0,0
727,3,0,0
727,4,0,0
727,5,0,0
727,6,0,0
